Name,Firm,Score,Tier,Type,Fund Size,Investments,Exits,Sectors,Geography
"Pillar VC","Pillar VC",6,strong,VC,,0,0,"Consumer; Enterprise; Fintech; Healthcare","United States"
"Bonfire Ventures","Bonfire Ventures",6,strong,VC,,0,0,"AI/ML; Developer Tools; Enterprise Software; SaaS","United States"
"Bessemer Venture Partners","Bessemer Venture Partners",6,strong,VC,,0,0,"Cloud/SaaS; Consumer; Developer Tools; Fintech; Healthcare; Security","United States; Israel; India; Global"
"Comcast Ventures","Comcast Ventures",6,strong,VC Firm,,0,0,"Generalist","New York, NY"
"Dubai World","Dubai World",6,strong,VC,,0,0,"Financial Services; Hospitality; Ports/Logistics; Real Estate","UAE; Global; Middle East"
"Sixth Street","Sixth Street",6,strong,VC,,0,0,"Consumer; Enterprise; Fintech; Healthcare","United States; Global"
"Bass Brothers Enterprises","Bass Brothers",6,strong,VC,,0,0,"Energy; Financial Services; Real Estate; Technology","United States"
"Stage 2 Capital","Stage 2 Capital",6,strong,VC,,0,0,"Enterprise Software; Marketing Tech; SaaS; Sales Tech","United States"
"Zimbabwe Sovereign Wealth Fund","ZSWF",6,strong,VC,,0,0,"Agriculture; Infrastructure; Mining","Zimbabwe; Africa"
"Access Industries","Access Industries",6,strong,VC,,0,0,"Chemicals; Entertainment; Media; Real Estate; Technology","United States; Europe; Global"
"Kevin Durant","Thirty Five Ventures",6,strong,VC,,0,0,"Consumer; Gaming; Media; Sports","United States"
"BAM Ventures","BAM Ventures",6,strong,VC,,0,0,"Consumer; E-commerce; Enterprise; Fintech; Media","United States"
"Jared Leto","Jared Leto",6,strong,VC,,0,0,"AI/ML; Biotech; Consumer; Space","United States"
"Bling Capital","Bling Capital",6,strong,VC,,0,0,"AI/ML; Consumer; Enterprise; Fintech","United States"
"Advantage Capital","Advantage Capital",6,strong,VC,,0,0,"Healthcare; Manufacturing; Renewable Energy; Technology","United States"
"Fonds des Générations","Quebec Generations Fund",6,strong,VC,,0,0,"Financial Services; Fixed Income","Canada; Quebec; Global"
"Human Capital","Human Capital",6,strong,VC,,0,0,"Consumer; Enterprise; Fintech; Healthcare","United States"
"WestWave Capital","WestWave Capital",6,strong,VC,,0,0,"AI/ML; Developer Tools; Enterprise Software; SaaS","United States"
"Tribeca Venture Partners","Tribeca Venture Partners",6,strong,VC,,0,0,"Consumer; Enterprise; Fintech; Healthcare","United States"
"Saudi Arabian Monetary Authority","SAMA Foreign Holdings",6,strong,VC,,0,0,"Energy; Financial Services; Technology","Global; Saudi Arabia; United States; Europe"
"Lachy Groom","Lachy Groom",6,strong,VC,,0,0,"Fintech; Infrastructure; Payments; SaaS","United States"
"Snoop Dogg","Casa Verde Capital",6,strong,VC,,0,0,"Cannabis; Consumer; Entertainment; Food/Beverage","United States"
"Cyan Banister","Long Journey Ventures",6,strong,VC,,0,0,"AI/ML; Consumer; Enterprise; Space","United States"
"Agaciro Development Fund","ADF Rwanda",6,strong,VC,,0,0,"Financial Services; Infrastructure; Real Estate","Rwanda; Africa"
"Khazanah Nasional","Khazanah",6,strong,VC,,0,0,"Financial Services; Healthcare; Technology; Telecommunications; Utilities","Malaysia; Southeast Asia; Global"
"Jeff Clavier","Uncork Capital",6,strong,VC,,0,0,"Consumer; Fintech; Marketplaces; SaaS","United States"
"Rackhouse Venture Capital","Rackhouse VC",6,strong,VC,,0,0,"Consumer; E-commerce; Food/Beverage; Hospitality","United States"
"Bahrain Mumtalakat","Mumtalakat",6,strong,VC,,0,0,"Aluminum; Aviation; Financial Services; Real Estate; Telecommunications","Bahrain; Middle East; Global"
"Sam Altman","Sam Altman Personal",6,strong,VC,,0,0,"AI/ML; Biotech; Deep Tech; Energy","United States"
"Hong Kong Monetary Authority","HKMA Exchange Fund",6,strong,VC,,0,0,"Financial Services; Real Estate; Technology","Global; Hong Kong; China; Asia"
"Altair Capital","Altair Capital",6,strong,VC,,0,0,"AI/ML; Developer Tools; Enterprise Software; Infrastructure","United States"
"Collab Capital","Collab Capital",6,strong,VC,,0,0,"Consumer; Enterprise; Fintech; Healthcare","United States"
"Chapter One","Chapter One",6,strong,VC,,0,0,"AI/ML; Consumer; Crypto/Web3; Enterprise; Fintech","United States"
"Better Capital","Better Capital",6,strong,VC,,0,0,"Consumer; E-commerce; Enterprise; Fintech","India"
"Fondo de Reserva de Pensiones","FRP Chile",6,strong,VC,,0,0,"Financial Services; Fixed Income","Chile; Latin America; Global"
"Connell Operating (Dcvc)","DCVC",6,strong,VC,3000000000,0,0,"AI/ML; Biotech; Climate; DeepTech; Fintech; Materials; Robotics; SaaS; SpaceTech","US"
"Mithril Capital","Mithril Capital",6,strong,VC,,0,0,"Deep Tech; Defense; Enterprise; Healthcare; Technology","United States"
"A* (A Star)","A Star",6,strong,VC,,0,0,"AI/ML; Climate; Deep Tech; Healthcare; Robotics","United States"
"Pace Capital","Pace Capital",6,strong,VC,,0,0,"AI/ML; Developer Tools; Enterprise Software; Infrastructure","United States"
"Town Hall Ventures","Town Hall Ventures",6,strong,VC,,0,0,"Digital Health; Healthcare; Healthcare Services","United States"
"SoftBank Vision Fund","SoftBank Vision Fund",6,strong,VC,,0,0,"AI/ML; Consumer; Enterprise; Healthcare; Mobility","United States; Global"
"Mike Krieger","Mike Krieger Personal",6,strong,VC,,0,0,"Consumer; Design; Developer Tools; Mobile","United States"
"Fondo de Ahorro de Panamá","FAP",6,strong,VC,,0,0,"Financial Services; Fixed Income","Panama; Latin America; Global"
"Script Capital","Script Capital",6,strong,VC,,0,0,"Consumer; Enterprise; Fintech; Healthcare","United States"
"Blackhorn Ventures","Blackhorn Ventures",6,strong,VC,,0,0,"Climate; Construction Tech; Industrial Tech; Logistics; Manufacturing","United States"
"Cervin Ventures","Cervin Ventures",6,strong,VC,,0,0,"AI/ML; Data; Enterprise Software; SaaS; Security","United States"
"Ridgeline","Ridgeline Partners",6,strong,VC,,0,0,"AI/ML; Enterprise Software; SaaS","United States"
"Ron Conway","SV Angel",6,strong,VC,,0,0,"AI/ML; Consumer; Enterprise; Fintech","United States"
"ReGen Ventures","ReGen Ventures",6,strong,VC Firm,,0,0,"Regenerative technology companies with the intention to restore","US"
"Emergence Capital","Emergence Capital",6,strong,VC,,0,0,"AI/ML; Enterprise Software; SaaS; Vertical SaaS","United States"
"Founder Collective","Founder Collective",6,strong,VC,,0,0,"Consumer; Enterprise; Fintech; Healthcare","United States"
"Interlagos Capital","Interlagos Capital",6,strong,VC,,0,0,"Consumer; E-commerce; Enterprise; Fintech","Latin America; Brazil"
"GGV Capital","GGV Capital",6,strong,VC,,0,0,"AI/ML; Consumer; E-commerce; Enterprise; Fintech","United States; China; Southeast Asia"
"Kevin Systrom","Kevin Systrom Personal",6,strong,VC,,0,0,"AI/ML; Consumer; Mobile; Social","United States"
"lool Ventures","lool Ventures",6,strong,VC Firm,,0,0,"Looking at companies based in Israel or with Israeli founders","US"
"Two39 Ventures","Two39 Ventures",6,strong,VC Firm,,0,0,"Industry Agnostic; Not currently interested in pharma","US"
"Scott Banister","Iron Port Capital",6,strong,VC,,0,0,"Enterprise; Fintech; Infrastructure; Security","United States"
"Gwyneth Paltrow","Goop",6,strong,VC,,0,0,"Beauty; Consumer; Health/Wellness; Lifestyle","United States"
"Construct Capital","Construct Capital",6,strong,VC,,0,0,"Industrial Tech; Logistics; Manufacturing; Supply Chain","United States"
"Balaji Srinivasan","Balaji S. Srinivasan",6,strong,VC,,0,0,"AI/ML; Biotech; Crypto/Web3; Deep Tech","United States; Global"
"Robot Ventures","Robot Ventures",6,strong,VC,,0,0,"Blockchain Infrastructure; Crypto/Web3; DeFi","United States; Global"
"Dubai Holding","Dubai Holding",6,strong,VC,,0,0,"Financial Services; Hospitality; Media; Real Estate; Technology","UAE; Global; Middle East"
"NorthStar Venture Partners","NorthStar Venture Partners",6,strong,VC Firm,,0,0,"Consumer Software; Direct To Consumer; Enterprise Software","US"
"L'ATTITUDE Ventures","L'ATTITUDE Ventures",6,strong,VC,,0,0,"Consumer; Enterprise; Fintech; Healthcare","United States"
"Next Coast Ventures","Next Coast Ventures",6,strong,VC,,0,0,"Consumer; Enterprise; Fintech; Healthcare","United States"
"Vector Capital","Vector Capital",6,strong,VC,,0,0,"Data; Enterprise Software; Technology","United States; Global"
"Elysium Venture Capital","Elysium Venture Capital",6,strong,VC Firm,,0,0,"Fintech; Looking at companies in Consumer; SaaS/Enterprise","US"
"Oregon Venture Fund","Oregon Venture Fund",6,strong,VC,,0,0,"Climate; Consumer; Enterprise; Healthcare","United States"
"Spruce House Partnership","Spruce House",6,strong,VC,,0,0,"E-commerce; Enterprise; Fintech; Technology","United States; Global"
"DST Global","DST Global",6,strong,VC,,0,0,"Consumer; E-commerce; Enterprise; Fintech","Global; United States; China; India"
"Titanium Ventures","Titanium Ventures",6,strong,VC,,0,0,"Data; Enterprise Software; SaaS; Security","United States"
"Red Cell Partners","Red Cell Partners",6,strong,VC,,0,0,"Cybersecurity; Defense; Healthcare; Public Safety","United States"
"SeaX Ventures","SeaX Ventures",6,strong,VC,,0,0,"Climate; Logistics; Maritime; Ocean Tech","United States; Global"
"Long Journey Ventures","Long Journey Ventures",6,strong,VC,,0,0,"Consumer; Enterprise; Fintech; Healthcare","United States"
"Esther Dyson","Way to Wellville",6,strong,VC,,0,0,"Healthcare; Space; Technology; Wellness","United States; Global"
"HealthX Ventures","HealthX Ventures",6,strong,VC,,0,0,"Biotech; Digital Health; Healthcare; Medical Devices","United States"
"January Ventures","January Ventures",6,strong,VC,,0,0,"Consumer; Enterprise; Fintech; Healthcare","United States"
"John Doerr","John Doerr Personal",6,strong,VC,,0,0,"AI/ML; Climate; Consumer; Enterprise; Technology","United States"
"Sierra Ventures","Sierra Ventures",6,strong,VC Firm,,0,0,"Investing in Next Generation Enterprise and Emerging Tech","US"
"HOF Capital","HOF Capital",6,strong,VC,,0,0,"Consumer; Enterprise; Fintech; Healthcare","United States"
"Liquid 2 Ventures","Liquid 2 Ventures",6,strong,VC,,0,0,"Consumer; Enterprise; Fintech; Sports Tech","United States"
"FundersClub","FundersClub",6,strong,VC,,0,0,"Consumer; Enterprise; Fintech; Healthcare","United States"
"Hatteras Venture Partners","Hatteras Venture Partners",6,strong,VC,,0,0,"Biotech; Life Sciences; Medical Devices; Therapeutics","United States"
"Steve Crossan (DCVC)","DCVC",6,strong,VC,3000000000,0,0,"AI/ML; Biotech; Climate; DeepTech; Fintech; Materials; Robotics; SaaS; SpaceTech","US"
"Wellington Management","Wellington",6,strong,VC,,0,0,"Consumer; Financial Services; Healthcare; Technology","United States; Global"
"Elad Gil","Elad Gil",6,strong,VC,,0,0,"AI/ML; Biotech; Crypto/Web3; Enterprise; Infrastructure","United States"
"Precursor Ventures","Precursor Ventures",6,strong,VC,,0,0,"Consumer; Enterprise; Fintech; Healthcare","United States"
"Arianna Huffington","Thrive Global",6,strong,VC,,0,0,"Enterprise; Health/Wellness; Media; Productivity","United States"
"FUSE","FUSE",6,strong,VC,,0,0,"Developer Tools; Enterprise Software; SaaS","United States"
"Powerhouse Ventures","Powerhouse Ventures",6,strong,VC,,0,0,"Clean Tech; Climate; Energy; Real Estate Tech","United States"
"E1 Ventures","E1 Ventures",6,strong,VC,,0,0,"AI/ML; Developer Tools; Enterprise Software; Infrastructure","United States"
"Bryant Stibel","Bryant Stibel",6,strong,VC,,0,0,"Data; Media; Sports; Technology","United States"
"will.i"" ""am","i.am+",6,strong,VC,,0,0,"AI/ML; Consumer; Entertainment; Wearables","United States"
"Burnt Island Ventures","Burnt Island Ventures",6,strong,VC,,0,0,"Developer Tools; Enterprise Software; Infrastructure; Security","United States"
"Fifty Years","Fifty Years",6,strong,VC,,0,0,"Climate; Deep Tech; Energy; Food/AgTech; Healthcare","United States"
"Stone Point Capital","Stone Point",6,strong,VC,,0,0,"Financial Services; Fintech; Healthcare; Insurance","United States; Global"
"Stewart Butterfield","Stewart Butterfield Personal",6,strong,VC,,0,0,"Communication; Enterprise; Gaming; Productivity","United States; Canada"
"Tim Ferriss","Tim Ferriss",6,strong,VC,,0,0,"Consumer; EdTech; Health/Wellness; Productivity","United States"
"Shasta Ventures","Shasta Ventures",6,strong,VC,,0,0,"Consumer; Enterprise; Fintech; Healthcare","United States"
"D1 Capital Partners","D1 Capital",6,strong,VC,,0,0,"Consumer; Fintech; Healthcare; Technology","United States; Global"
"Marc Andreessen","Marc Andreessen Personal",6,strong,VC,,0,0,"AI/ML; Consumer; Crypto/Web3; Enterprise; Technology","United States"
"David Tisch","Box Group",6,strong,VC,,0,0,"Consumer; Enterprise; Fintech; Real Estate","United States"
"Gary Vaynerchuk","VaynerFund",6,strong,VC,,0,0,"Consumer; Creator Economy; D2C; Social","United States"
"Serge Messerlian (DCVC)","DCVC",6,strong,VC,3000000000,0,0,"AI/ML; Biotech; Climate; DeepTech; Fintech; Materials; Robotics; SaaS; SpaceTech","US"
"Quona Capital","Quona Capital",6,strong,VC,,0,0,"Financial Inclusion; Fintech; Lending; Payments","Latin America; India; Southeast Asia; Africa"
"Sam Lessin","Slow Ventures",6,strong,VC,,0,0,"AI/ML; Consumer; Enterprise; Future of Work","United States"
"Fonds de Stabilisation des Recettes Budgétaires","FSRB DRC",6,strong,VC,,0,0,"Financial Services; Infrastructure; Mining","DR Congo; Africa"
"Naval Ravikant","AngelList",6,strong,VC,,0,0,"Consumer; Crypto/Web3; Marketplaces; SaaS","United States; Global"
"Gorilla Capital","Gorilla Capital",6,strong,VC Firm,,0,0,"Enterprise Software; Industry/Sector Agnostic; Minority Founders","US"
"Joe Montana","Liquid 2 Ventures",6,strong,VC,,0,0,"Consumer; Enterprise; Fintech; Sports","United States"
"Dave Morin","Slow Ventures",6,strong,VC,,0,0,"Climate; Consumer; Enterprise; Health/Wellness","United States"
"Flo Thinh Chialtas (DCVC)","DCVC",6,strong,VC,3000000000,0,0,"AI/ML; Biotech; Climate; DeepTech; Fintech; Materials; Robotics; SaaS; SpaceTech","US"
"Leonardo DiCaprio","LDC Personal",6,strong,VC,,0,0,"Clean Energy; Climate; Food/Beverage; Sustainability","United States; Global"
"Brick & Mortar Ventures","Brick & Mortar Ventures",6,strong,VC Firm,,0,0,"engineering; Software and hardware solutions for architecture","US"
"Jason Pontin (DCVC)","DCVC",6,strong,VC,3000000000,0,0,"AI/ML; Biotech; Climate; DeepTech; Fintech; Materials; Robotics; SaaS; SpaceTech","US"
"DFO Management","Dell Family Office",6,strong,VC,,0,0,"Financial Services; Healthcare; Real Estate; Technology","United States; Global"
"Max Levchin","SciFi VC",6,strong,VC,,0,0,"AI/ML; Deep Tech; Fintech; Healthcare","United States"
"Jessica Alba","The Honest Company",6,strong,VC,,0,0,"Baby/Kids; Consumer; D2C; Health/Wellness","United States"
"Rare Enterprises","Rare Enterprises",6,strong,VC,,0,0,"Consumer; Financial Services; Healthcare; Technology","India"
"Fondo de Estabilización de los Ingresos Petroleros","FEIP Mexico",6,strong,VC,,0,0,"Financial Services; Fixed Income","Mexico; Latin America"
"Start Small","Start Small",6,strong,VC,,0,0,"Climate; Crypto/Web3; Financial Inclusion; Healthcare","United States; Global"
"The 13 Ventures","The 13 Ventures",6,strong,VC Firm,,0,0,"We are incredibly interested in all Consumer sector companies","US"
"Robert Downey Jr","FootPrint Coalition",6,strong,VC,,0,0,"AI/ML; Climate; Robotics; Sustainability","United States"
"Rhino Ventures","Rhino Ventures",6,strong,VC Firm,,0,0,"Direct To Consumer; Enterprise; Industry/Sector Agnostic","US"
"Runway Venture Partners","Runway Venture Partners",6,strong,VC Firm,,0,0,"B2B Tech; Enterprise; SaaS","New York, NY"
